StandardizedID,CD01,C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017
CD01,0.0,2.6465614884150837,0.8940291182716897,5.299420864166686,2.7123653974967543,3.2478031851230558,2.853697762352502,2.2866653466117457,3.701785833463936,2.164190915676963,3.0177447854555224,4.09253027882617,1.2794382275870386,1.6120397710014094,3.7089299097093424,4.605359243625028,2.16454680713378,5.124187324142207
C001,2.6465614884150837,0.0,3.380789004331034,6.252950874223461,3.3916595795753297,1.741141673305092,3.464162001289833,4.764496515673991,4.97881732409693,4.644155580564846,1.335162925306242,5.771880674344002,2.3969288918234297,1.5732719192548115,2.806893873163627,4.070003556652937,0.5210609205236731,3.755478261243168
C002,0.8940291182716897,3.380789004331034,0.0,5.820974826782745,3.457484296900073,4.136038419420612,2.558915577705178,1.4137139363692321,4.19689541591181,2.047155811800576,3.4757070660689933,4.393482444312376,1.3622318370123767,2.5024067912084056,4.594640529000359,4.513326613338604,2.940410864666507,5.276540936618007
C003,5.299420864166686,6.252950874223461,5.820974826782745,0.0,2.8927336669374175,4.953814711299008,8.151343360737803,6.5122823645196615,1.6234958611425174,4.292861758857587,7.436569780181982,1.888625259223177,6.534091908988043,4.839220892639675,4.01920357830246,9.753559448382154,5.844341431203795,9.896679171420184
C004,2.7123653974967543,3.3916595795753297,3.457484296900073,2.8927336669374175,0.0,2.3870550864977096,5.450453809859689,4.56560874642895,1.6253880007312915,2.867234489595724,4.542719606464032,2.554448648535792,3.815073451051351,1.9464170578106585,1.898242183060189,6.907822515734944,2.9596841522082493,7.000854304095311
C005,3.2478031851230558,1.741141673305092,4.136038419420612,4.953814711299008,2.3870550864977096,0.0,5.014076928689724,5.534687795730151,3.985613513222963,4.653439417088557,3.0728446866635184,4.9423532554353145,3.634127979419598,1.6358259109679592,1.1043610335158283,5.81044903286113,1.6656801230248923,5.4379658494192835
C006,2.853697762352502,3.464162001289833,2.558915577705178,8.151343360737803,5.450453809859689,5.014076928689724,0.0,3.0496399496951194,6.557141269972404,4.602193133667956,2.565760731867337,6.896985140068123,1.6348302555461005,3.7537499373791503,5.885758972753781,2.036971021716637,3.3561941306967467,3.136756117986031
C007,2.2866653466117457,4.764496515673991,1.4137139363692321,6.5122823645196615,4.56560874642895,5.534687795730151,3.0496399496951194,0.0,4.922379531105077,2.2511381630134086,4.687194217109943,4.827639428335172,2.523175803923175,3.8978637437740304,5.921085681983656,5.082038905459613,4.34254540873228,6.119338724600403
C008,3.701785833463936,4.97881732409693,4.19689541591181,1.6234958611425174,1.6253880007312915,3.985613513222963,6.557141269972404,4.922379531105077,0.0,2.7505046808018965,6.054179365568999,1.0354928064281257,4.956334602179141,3.4577455539615376,3.306946865997612,8.224374794625067,4.518385168245657,8.476404127629529
C009,2.164190915676963,4.644155580564846,2.047155811800576,4.292861758857587,2.867234489595724,4.653439417088557,4.602193133667956,2.2511381630134086,2.7505046808018965,0.0,5.179505566469343,2.5759807851430985,3.301967127203474,3.2189574696682066,4.623616547830987,6.55753375874434,4.126461664694111,7.240786063306883
C010,3.0177447854555224,1.335162925306242,3.4757070660689933,7.436569780181982,4.542719606464032,3.0728446866635184,2.565760731867337,4.687194217109943,6.054179365568999,5.179505566469343,0.0,6.74134862649282,2.1668508187513855,2.603860521798033,4.142212400885917,2.7580103714965256,1.6097500203796158,2.46772251151018
C011,4.09253027882617,5.771880674344002,4.393482444312376,1.888625259223177,2.554448648535792,4.9423532554353145,6.896985140068123,4.827639428335172,1.0354928064281257,2.5759807851430985,6.74134862649282,0.0,5.372684567265485,4.206615125929984,4.327132537395881,8.698969490307652,5.282897249031642,9.098107631294562
C012,1.2794382275870386,2.3969288918234297,1.3622318370123767,6.534091908988043,3.815073451051351,3.634127979419598,1.6348302555461005,2.523175803923175,4.956334602179141,3.301967127203474,2.1668508187513855,5.372684567265485,0.0,2.1938792220568137,4.382725009066723,3.3280640585423154,2.092018323452241,3.9417035537675376
C013,1.6120397710014094,1.5732719192548115,2.5024067912084056,4.839220892639675,1.9464170578106585,1.6358259109679592,3.7537499373791503,3.8978637437740304,3.4577455539615376,3.2189574696682066,2.603860521798033,4.206615125929984,2.1938792220568137,0.0,2.199439422292443,5.005663682699542,1.0755915778751735,5.053964527855699
C014,3.7089299097093424,2.806893873163627,4.594640529000359,4.01920357830246,1.898242183060189,1.1043610335158283,5.885758972753781,5.921085681983656,3.306946865997612,4.623616547830987,4.142212400885917,4.327132537395881,4.382725009066723,2.199439422292443,0.0,6.849965389106025,2.6340374952389127,6.536359655150748
C015,4.605359243625028,4.070003556652937,4.513326613338604,9.753559448382154,6.907822515734944,5.81044903286113,2.036971021716637,5.082038905459613,8.224374794625067,6.55753375874434,2.7580103714965256,8.698969490307652,3.3280640585423154,5.005663682699542,6.849965389106025,0.0,4.224950477470951,1.4778566467319592
C016,2.16454680713378,0.5210609205236731,2.940410864666507,5.844341431203795,2.9596841522082493,1.6656801230248923,3.3561941306967467,4.34254540873228,4.518385168245657,4.126461664694111,1.6097500203796158,5.282897249031642,2.092018323452241,1.0755915778751735,2.6340374952389127,4.224950477470951,0.0,4.077664633781054
C017,5.124187324142207,3.755478261243168,5.276540936618007,9.896679171420184,7.000854304095311,5.4379658494192835,3.136756117986031,6.119338724600403,8.476404127629529,7.240786063306883,2.46772251151018,9.098107631294562,3.9417035537675376,5.053964527855699,6.536359655150748,1.4778566467319592,4.077664633781054,0.0
