StandardizedID,CD01,C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017
CD01,0.0,0.019604159173445063,0.006622437913123628,0.03925496936419767,0.020091595537012993,0.024057801371281894,0.021138501943351866,0.016938261826753672,0.027420635803436566,0.016031043819829355,0.022353665077448313,0.030315039102416074,0.009477320204348435,0.01194103534075118,0.02747355488673587,0.0341137721750002,0.016033680052842815,0.03795694314179413
C001,0.019604159173445063,0.0,0.025042881513563212,0.04631815462387749,0.02512340429315059,0.012897345728185867,0.02566045926881358,0.035292566782770304,0.036880128326643925,0.034401152448628486,0.0098900957430092,0.04275467166180742,0.017755028828321702,0.01165386606855416,0.020791806467878718,0.03014817449372546,0.003859710522397579,0.027818357490690133
C002,0.006622437913123628,0.025042881513563212,0.0,0.043118332050242555,0.02561099479185239,0.030637321625337867,0.01895493020522354,0.010471955084216535,0.031088114191939336,0.015164117124448713,0.025745978267177727,0.032544314402313895,0.01009060620009168,0.018536346601543744,0.03403437428889155,0.033432048987693364,0.021780821219751903,0.03908548841939265
C003,0.03925496936419767,0.04631815462387749,0.043118332050242555,0.0,0.02142765679212902,0.03669492378740006,0.06038032119065039,0.04823912862607157,0.012025895267722351,0.03179897599153768,0.055085702075422086,0.013989816734986496,0.04840068080731884,0.03584608068621981,0.029771878357796003,0.07224858850653447,0.043291418008917004,0.07330873460311248
C004,0.020091595537012993,0.02512340429315059,0.02561099479185239,0.02142765679212902,0.0,0.017681889529612662,0.04037373192488659,0.03381932404762185,0.012039911116528086,0.021238773997005363,0.03364977486269653,0.018921841841005867,0.028259803341121117,0.014417904131930804,0.014061053207853252,0.0511690556721107,0.0219235863126537,0.05185818003033564
C005,0.024057801371281894,0.012897345728185867,0.030637321625337867,0.03669492378740006,0.017681889529612662,0.0,0.03714131058288685,0.0409976873757789,0.029523063060910838,0.034469921608063385,0.02276181249380384,0.036610024114335664,0.026919466514219247,0.01211722897013303,0.008180452100117246,0.04304036320637874,0.012338371281665868,0.040281228514216914
C006,0.021138501943351866,0.02566045926881358,0.01895493020522354,0.06038032119065039,0.04037373192488659,0.03714131058288685,0.0,0.02258992555329718,0.0485714168146104,0.034090319508651525,0.019005635050869163,0.05108877881531943,0.01210985374478593,0.02780555509169741,0.04359821461299097,0.01508867423493805,0.024860697264420344,0.02323523050360023
C007,0.016938261826753672,0.035292566782770304,0.010471955084216535,0.04823912862607157,0.03381932404762185,0.0409976873757789,0.02258992555329718,0.0,0.03646207060077834,0.016675097503803027,0.034719957163777355,0.03576029206174201,0.018690191140171664,0.028873064768696523,0.043859893940619676,0.03764473263303417,0.032167003027646524,0.04532843499704002
C008,0.027420635803436566,0.036880128326643925,0.031088114191939336,0.012025895267722351,0.012039911116528086,0.029523063060910838,0.0485714168146104,0.03646207060077834,0.0,0.020374108746680716,0.04484577307828888,0.0076703170846527825,0.03671358964577141,0.025612930029344724,0.02449590271109342,0.060921294775000495,0.03346951976478264,0.0627881787231817
C009,0.016031043819829355,0.034401152448628486,0.015164117124448713,0.03179897599153768,0.021238773997005363,0.034469921608063385,0.034090319508651525,0.016675097503803027,0.020374108746680716,0.0,0.038366707899772916,0.019081339149208138,0.02445901575706277,0.02384412940494968,0.034249011465414717,0.04857432413884696,0.030566382701437862,0.05363545232079173
C010,0.022353665077448313,0.0098900957430092,0.025745978267177727,0.055085702075422086,0.03364977486269653,0.02276181249380384,0.019005635050869163,0.034719957163777355,0.04484577307828888,0.038366707899772916,0.0,0.04993591575179866,0.01605074680556582,0.019287855717022465,0.030683054821377165,0.02042970645552982,0.01192407422503419,0.01827942601118652
C011,0.030315039102416074,0.04275467166180742,0.032544314402313895,0.013989816734986496,0.018921841841005867,0.036610024114335664,0.05108877881531943,0.03576029206174201,0.0076703170846527825,0.019081339149208138,0.04993591575179866,0.0,0.03979766346122581,0.031160112043925808,0.032052833610339865,0.06443681103931594,0.0391325722150492,0.0673933898614412
C012,0.009477320204348435,0.017755028828321702,0.01009060620009168,0.04840068080731884,0.028259803341121117,0.026919466514219247,0.01210985374478593,0.018690191140171664,0.03671358964577141,0.02445901575706277,0.01605074680556582,0.03979766346122581,0.0,0.016250957200420843,0.032464629696790544,0.024652326359572707,0.015496432025572155,0.02919780410198176
C013,0.01194103534075118,0.01165386606855416,0.018536346601543744,0.03584608068621981,0.014417904131930804,0.01211722897013303,0.02780555509169741,0.028873064768696523,0.025612930029344724,0.02384412940494968,0.019287855717022465,0.031160112043925808,0.016250957200420843,0.0,0.016292143868832914,0.037078990242218834,0.00796734502129758,0.03743677428041259
C014,0.02747355488673587,0.020791806467878718,0.03403437428889155,0.029771878357796003,0.014061053207853252,0.008180452100117246,0.04359821461299097,0.043859893940619676,0.02449590271109342,0.034249011465414717,0.030683054821377165,0.032052833610339865,0.032464629696790544,0.016292143868832914,0.0,0.05074048436374833,0.019511388853621577,0.048417478927042575
C015,0.0341137721750002,0.03014817449372546,0.033432048987693364,0.07224858850653447,0.0511690556721107,0.04304036320637874,0.01508867423493805,0.03764473263303417,0.060921294775000495,0.04857432413884696,0.02042970645552982,0.06443681103931594,0.024652326359572707,0.037078990242218834,0.05074048436374833,0.0,0.03129592946274779,0.010947086272088586
C016,0.016033680052842815,0.003859710522397579,0.021780821219751903,0.043291418008917004,0.0219235863126537,0.012338371281665868,0.024860697264420344,0.032167003027646524,0.03346951976478264,0.030566382701437862,0.01192407422503419,0.0391325722150492,0.015496432025572155,0.00796734502129758,0.019511388853621577,0.03129592946274779,0.0,0.030204923213192993
C017,0.03795694314179413,0.027818357490690133,0.03908548841939265,0.07330873460311248,0.05185818003033564,0.040281228514216914,0.02323523050360023,0.04532843499704002,0.0627881787231817,0.05363545232079173,0.01827942601118652,0.0673933898614412,0.02919780410198176,0.03743677428041259,0.048417478927042575,0.010947086272088586,0.030204923213192993,0.0
