StandardizedID,CD01,C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014
CD01,0.0,0.052931229768301676,0.017880582365433793,0.10598841728333372,0.054247307949935084,0.06495606370246111,0.057073955247050036,0.045733306932234916,0.07403571666927872,0.043283818313539266,0.06035489570911045,0.0818506055765234,0.02558876455174077,0.03224079542002819,0.07417859819418685
C001,0.052931229768301676,0.0,0.06761578008662067,0.1250590174844692,0.0678331915915066,0.03482283346610184,0.06928324002579667,0.09528993031347982,0.0995763464819386,0.0928831116112969,0.02670325850612484,0.11543761348688004,0.04793857783646859,0.03146543838509623,0.056137877463272534
C002,0.017880582365433793,0.06761578008662067,0.0,0.1164194965356549,0.06914968593800146,0.08272076838841225,0.051178311554103566,0.028274278727384642,0.0839379083182362,0.040943116236011524,0.06951414132137987,0.08786964888624751,0.027244636740247533,0.05004813582416811,0.09189281058000719
C003,0.10598841728333372,0.1250590174844692,0.1164194965356549,0.0,0.05785467333874835,0.09907629422598015,0.16302686721475607,0.13024564729039323,0.03246991722285035,0.08585723517715174,0.14873139560363963,0.03777250518446354,0.13068183817976087,0.0967844178527935,0.08038407156604921
C004,0.054247307949935084,0.0678331915915066,0.06914968593800146,0.05785467333874835,0.0,0.04774110172995419,0.10900907619719379,0.091312174928579,0.03250776001462583,0.057344689791914476,0.09085439212928063,0.05108897297071584,0.07630146902102702,0.03892834115621317,0.03796484366120378
C005,0.06495606370246111,0.03482283346610184,0.08272076838841225,0.09907629422598015,0.04774110172995419,0.0,0.10028153857379449,0.11069375591460302,0.07971227026445926,0.09306878834177114,0.06145689373327037,0.09884706510870629,0.07268255958839197,0.032716518219359184,0.022087220670316564
C006,0.057073955247050036,0.06928324002579667,0.051178311554103566,0.16302686721475607,0.10900907619719379,0.10028153857379449,0.0,0.06099279899390239,0.13114282539944808,0.09204386267335911,0.05131521463734674,0.13793970280136247,0.03269660511092201,0.075074998747583,0.11771517945507562
C007,0.045733306932234916,0.09528993031347982,0.028274278727384642,0.13024564729039323,0.091312174928579,0.11069375591460302,0.06099279899390239,0.0,0.09844759062210154,0.045022763260268175,0.09374388434219887,0.09655278856670345,0.0504635160784635,0.07795727487548061,0.11842171363967312
C008,0.07403571666927872,0.0995763464819386,0.0839379083182362,0.03246991722285035,0.03250776001462583,0.07971227026445926,0.13114282539944808,0.09844759062210154,0.0,0.05501009361603793,0.12108358731137997,0.020709856128562514,0.09912669204358282,0.06915491107923075,0.06613893731995224
C009,0.043283818313539266,0.0928831116112969,0.040943116236011524,0.08585723517715174,0.057344689791914476,0.09306878834177114,0.09204386267335911,0.045022763260268175,0.05501009361603793,0.0,0.10359011132938686,0.05151961570286197,0.06603934254406947,0.06437914939336413,0.09247233095661973
C010,0.06035489570911045,0.02670325850612484,0.06951414132137987,0.14873139560363963,0.09085439212928063,0.06145689373327037,0.05131521463734674,0.09374388434219887,0.12108358731137997,0.10359011132938686,0.0,0.1348269725298564,0.04333701637502771,0.052077210435960655,0.08284424801771834
C011,0.0818506055765234,0.11543761348688004,0.08786964888624751,0.03777250518446354,0.05108897297071584,0.09884706510870629,0.13793970280136247,0.09655278856670345,0.020709856128562514,0.05151961570286197,0.1348269725298564,0.0,0.1074536913453097,0.08413230251859968,0.08654265074791763
C012,0.02558876455174077,0.04793857783646859,0.027244636740247533,0.13068183817976087,0.07630146902102702,0.07268255958839197,0.03269660511092201,0.0504635160784635,0.09912669204358282,0.06603934254406947,0.04333701637502771,0.1074536913453097,0.0,0.04387758444113628,0.08765450018133446
C013,0.03224079542002819,0.03146543838509623,0.05004813582416811,0.0967844178527935,0.03892834115621317,0.032716518219359184,0.075074998747583,0.07795727487548061,0.06915491107923075,0.06437914939336413,0.052077210435960655,0.08413230251859968,0.04387758444113628,0.0,0.043988788445848866
C014,0.07417859819418685,0.056137877463272534,0.09189281058000719,0.08038407156604921,0.03796484366120378,0.022087220670316564,0.11771517945507562,0.11842171363967312,0.06613893731995224,0.09247233095661973,0.08284424801771834,0.08654265074791763,0.08765450018133446,0.043988788445848866,0.0
