StandardizedID,CD01,C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,C023,C024
CD01,0.0,17.28682549540718,10.628967488700402,6.3810055298068455,16.61872930321453,10.632248250024114,9.738685886633737,15.44777941839305,10.654922805132575,15.260082964233812,21.868716151198367,17.11523980431163,5.944630020093419,12.504603575358407,4.0060524262969555,16.834418942960767,21.242655610165915,14.550038718075333,10.196442061019154,12.216835143475087,3.529100169750547,14.313915561213797,15.071266330155071,4.312635646913319,18.716717199094187
C001,17.28682549540718,0.0,10.331181305970857,12.44766607522922,0.807914944515057,9.203019265337474,7.542753261052528,13.978915279215737,9.930115695665105,6.412399622737977,4.611280329584322,8.800098666672373,17.647024889528833,5.373541479676602,14.470844381919834,0.86162671615971,4.726031582541466,3.4769975193260585,7.096530350290607,13.218732593751755,16.747528912756593,18.489123990668563,3.337065566125383,14.984307402969787,3.7920675031942914
C002,10.628967488700402,10.331181305970857,0.0,4.244683766543641,9.522312847901183,10.807064558953124,5.775243885564254,6.022197927722262,11.526612480324937,12.7369502019381,14.614067036504517,15.620989984617696,8.157683274236247,5.197615059344645,6.6610088934809015,9.537493658892036,15.061889087009712,9.681241270575343,6.4595035339035,3.5025582152309593,8.316621641688023,8.641148123415809,7.0533437129536845,6.643382637751676,13.509177611295579
C003,6.3810055298068455,12.44766607522922,4.244683766543641,0.0,11.677432178659174,9.320279185329344,5.484354256876179,9.515808965557714,9.83115409204533,12.709650743839097,17.037776257852414,15.304932202591106,5.255789312012793,7.129929001041825,2.457160080959651,11.808116111577911,16.950151049680407,10.599694052052273,6.216130246073299,6.350430017905983,4.4433223916823055,10.038049301315153,9.620884378870944,2.652225586757726,14.84907565200755
C004,16.61872930321453,0.807914944515057,9.522312847901183,11.677432178659174,0.0,8.89809845596801,6.8696944362220265,13.245903897938256,9.655213690691596,6.530130882494181,5.35502679357961,9.079596245568514,16.86249142217143,4.581720612459881,13.730948159642473,0.3443958509238031,5.53300018289668,3.2640334006673917,6.466688830661889,12.425501594885336,15.998823452373507,17.701907835333223,2.546811735016811,14.229390288520952,4.442108894854009
C005,10.632248250024114,9.203019265337474,10.807064558953124,9.320279185329344,8.89809845596801,0.0,5.089210606016024,16.73040163566634,0.8307462545205406,4.78251260883812,13.062053740907173,6.498529052695346,13.907324793189318,7.515343976858182,9.835077229759987,9.22884516736175,11.738924051839865,5.729005941981431,4.530470798942193,14.259671497806028,11.911033744786193,18.99954721076636,9.00208597624365,10.662231839487323,8.970004648174823
C006,9.738685886633737,7.542753261052528,5.775243885564254,5.484354256876179,6.8696944362220265,5.089210606016024,0.0,11.634977542634541,5.854750190004113,7.342760943207236,12.138409184338549,10.092547552446247,10.708312455353564,3.1893825219850984,7.096386739334696,7.089370329578264,11.71278092077479,5.164119582297013,0.7595838411812402,9.268881212562516,9.402186097405837,14.224964605675366,5.55807393764937,7.721882265363685,9.438750996859486
C007,15.44777941839305,13.978915279215737,6.022197927722262,9.515808965557714,13.245903897938256,16.73040163566634,11.634977542634541,0.0,17.480493604461714,18.009790338217492,17.344766008222546,20.943348885678333,10.980355819224965,10.067564100118142,11.511413896689978,13.115624117229949,18.48813072238182,14.558169246906607,12.248868776612674,3.22695099743143,12.34063988323415,5.459491377027018,10.763234415914152,11.129253175570742,17.66946946769834
C008,10.654922805132575,9.930115695665105,11.526612480324937,9.83115409204533,9.655213690691596,0.8307462545205406,5.854750190004113,17.480493604461714,0.0,5.1098016292640835,13.67711568479429,6.466579984477265,14.251788752387188,8.343713568010173,10.169088041906052,9.989313389551956,12.263869232873313,6.449652788939804,5.325100200868979,14.956247881160506,12.168710818023902,19.62272917563508,9.824176307111937,11.010159459590554,9.478823634710665
C009,15.260082964233812,6.412399622737977,12.7369502019381,12.709650743839097,6.530130882494181,4.78251260883812,7.342760943207236,18.009790338217492,5.1098016292640835,0.0,9.100410788835697,2.9253277981346426,17.77925909139494,7.929859408238852,13.844655225553767,6.863890201796654,7.372586028823022,3.651940620515146,6.582451778901484,16.206802467000657,16.078487860711085,21.38472005187071,7.976247462605645,14.603542851580114,4.608539180866647
